,ID,Scenario,alt,chosen,RC,OC,DR,fixation_trail,Freq_p_week,nationality,Gender,marital,age,experience_months,N_reject_order,Start_working_time,income,education 
901,113044,S1.4R,1,1,1800,43,750,28978,5,4,2,2,43,42,0,7,4.5,3
902,113044,S1.4R,3,0,1800,20,450,28978,5,4,2,2,43,42,0,7,4.5,3
903,113044,S1.4R,4,0,2000,16,450,28978,5,4,2,2,43,42,0,7,4.5,3
904,113044,A1.4R,1,1,1800,43,750,14424,5,4,2,2,43,42,0,7,4.5,3
905,113044,A1.4R,3,0,1800,20,450,14424,5,4,2,2,43,42,0,7,4.5,3
906,113044,A1.4R,4,0,1780,20,350,14424,5,4,2,2,43,42,0,7,4.5,3
907,113044,A1.1R,1,1,1800,43,750,21104,5,4,2,2,43,42,0,7,4.5,3
908,113044,A1.1R,3,0,1800,20,450,21104,5,4,2,2,43,42,0,7,4.5,3
909,113044,A1.1R,4,0,1750,20,350,21104,5,4,2,2,43,42,0,7,4.5,3
910,113044,A1.2R,1,1,1800,43,750,18844,5,4,2,2,43,42,0,7,4.5,3
911,113044,A1.2R,3,0,1800,20,450,18844,5,4,2,2,43,42,0,7,4.5,3
912,113044,A1.2R,4,0,1750,20,300,18844,5,4,2,2,43,42,0,7,4.5,3
913,113045,S2.2R,1,1,2400,30,800,139796,5,4,2,1,31,9,4,17,4.5,3
914,113045,S2.2R,3,0,3100,17,500,139796,5,4,2,1,31,9,4,17,4.5,3
915,113045,S2.2R,4,0,3000,21,500,139796,5,4,2,1,31,9,4,17,4.5,3
916,113045,S1.2R,1,1,2400,30,800,69402,5,4,2,1,31,9,4,17,4.5,3
917,113045,S1.2R,3,0,3100,17,500,69402,5,4,2,1,31,9,4,17,4.5,3
918,113045,S1.2R,4,0,3200,13,500,69402,5,4,2,1,31,9,4,17,4.5,3
919,113045,S1.3R,1,1,2400,30,800,33832,5,4,2,1,31,9,4,17,4.5,3
920,113045,S1.3R,3,0,3100,17,500,33832,5,4,2,1,31,9,4,17,4.5,3
921,113045,S1.3R,4,0,3300,15,500,33832,5,4,2,1,31,9,4,17,4.5,3
922,113045,S2.1R,1,1,2400,30,800,63810,5,4,2,1,31,9,4,17,4.5,3
923,113045,S2.1R,3,0,3100,17,500,63810,5,4,2,1,31,9,4,17,4.5,3
924,113045,S2.1R,4,0,3000,19,500,63810,5,4,2,1,31,9,4,17,4.5,3
925,113045,S2.3R,1,1,2400,30,800,46186,5,4,2,1,31,9,4,17,4.5,3
926,113045,S2.3R,3,0,3100,17,500,46186,5,4,2,1,31,9,4,17,4.5,3
927,113045,S2.3R,4,0,2900,19,500,46186,5,4,2,1,31,9,4,17,4.5,3
928,113045,A1.1R,1,1,2400,30,800,26534,5,4,2,1,31,9,4,17,4.5,3
929,113045,A1.1R,3,0,3100,17,500,26534,5,4,2,1,31,9,4,17,4.5,3
930,113045,A1.1R,4,0,3050,17,400,26534,5,4,2,1,31,9,4,17,4.5,3
931,113045,A1.4R,1,1,2400,30,800,12184,5,4,2,1,31,9,4,17,4.5,3
932,113045,A1.4R,3,0,3100,17,500,12184,5,4,2,1,31,9,4,17,4.5,3
933,113045,A1.4R,4,0,3080,17,400,12184,5,4,2,1,31,9,4,17,4.5,3
934,113045,A1.2R,1,1,2400,30,800,22506,5,4,2,1,31,9,4,17,4.5,3
935,113045,A1.2R,3,0,3100,17,500,22506,5,4,2,1,31,9,4,17,4.5,3
936,113045,A1.2R,4,0,3050,17,350,22506,5,4,2,1,31,9,4,17,4.5,3
937,1130464,A1.4,1,1,2700,50,550,7154,6,4,2,1,41,54,2,7,7.5,2
938,1130464,A1.4,3,0,3100,17,350,7154,6,4,2,1,41,54,2,7,7.5,2
939,1130464,A1.4,4,0,3080,17,250,7154,6,4,2,1,41,54,2,7,7.5,2
940,1130464,A1.1,1,1,2700,50,550,4232,6,4,2,1,41,54,2,7,7.5,2
941,1130464,A1.1,3,0,3100,17,350,4232,6,4,2,1,41,54,2,7,7.5,2
942,1130464,A1.1,4,0,3050,17,250,4232,6,4,2,1,41,54,2,7,7.5,2
943,1130464,A1.3,1,1,2700,50,550,11040,6,4,2,1,41,54,2,7,7.5,2
944,1130464,A1.3,3,0,3100,17,350,11040,6,4,2,1,41,54,2,7,7.5,2
945,1130464,A1.3,4,0,3080,17,300,11040,6,4,2,1,41,54,2,7,7.5,2
946,1130464,A1.2,1,1,2700,50,550,9506,6,4,2,1,41,54,2,7,7.5,2
947,1130464,A1.2,3,0,3100,17,350,9506,6,4,2,1,41,54,2,7,7.5,2
948,1130464,A1.2,4,0,3050,17,200,9506,6,4,2,1,41,54,2,7,7.5,2
949,1130464,S2.3,1,0,2700,50,550,5846,6,4,2,1,41,54,2,7,7.5,2
950,1130464,S2.3,3,0,3100,17,350,5846,6,4,2,1,41,54,2,7,7.5,2
951,1130464,S2.3,4,1,2900,19,350,5846,6,4,2,1,41,54,2,7,7.5,2
952,1130464,S1.3,1,1,2700,50,550,9034,6,4,2,1,41,54,2,7,7.5,2
953,1130464,S1.3,3,0,3100,17,350,9034,6,4,2,1,41,54,2,7,7.5,2
954,1130464,S1.3,4,0,3300,15,350,9034,6,4,2,1,41,54,2,7,7.5,2
955,1130464,S1.2,1,1,2700,50,550,15776,6,4,2,1,41,54,2,7,7.5,2
956,1130464,S1.2,3,0,3100,17,350,15776,6,4,2,1,41,54,2,7,7.5,2
957,1130464,S1.2,4,0,3200,13,350,15776,6,4,2,1,41,54,2,7,7.5,2
958,1130464,S2.2,1,0,2700,50,550,3352,6,4,2,1,41,54,2,7,7.5,2
959,1130464,S2.2,3,0,3100,17,350,3352,6,4,2,1,41,54,2,7,7.5,2
960,1130464,S2.2,4,1,3000,21,350,3352,6,4,2,1,41,54,2,7,7.5,2
